180000000000000,NaN
180500000000000,NaN
181000000000000,NaN
181500000000000,NaN
182000000000000,NaN
182500000000000,NaN
183000000000000,NaN
183500000000000,NaN
184000000000000,NaN
184500000000000,NaN
185000000000000,NaN
185500000000000,NaN
186000000000000,NaN
186500000000000,NaN
187000000000000,NaN
187500000000000,NaN
188000000000000,NaN
188500000000000,NaN
189000000000000,NaN
189500000000000,NaN
190000000000000,NaN
190500000000000,NaN
191000000000000,NaN
191500000000000,NaN
192000000000000,NaN
192500000000000,NaN
193000000000000,NaN
193500000000000,NaN
194000000000000,NaN
194500000000000,NaN
195000000000000,NaN
195500000000000,NaN
196000000000000,NaN
196500000000000,NaN
197000000000000,NaN
197500000000000,NaN
198000000000000,NaN
198500000000000,NaN
199000000000000,NaN
199500000000000,NaN
200000000000000,NaN
200500000000000,NaN
201000000000000,NaN
201500000000000,NaN
202000000000000,NaN
202500000000000,NaN
203000000000000,NaN
203500000000000,NaN
204000000000000,NaN
204500000000000,NaN
205000000000000,NaN
205500000000000,NaN
206000000000000,NaN
206500000000000,NaN
207000000000000,NaN
207500000000000,NaN
208000000000000,NaN
208500000000000,NaN
209000000000000,NaN
209500000000000,NaN
210000000000000,NaN
210500000000000,NaN
211000000000000,NaN
211500000000000,NaN
212000000000000,NaN
212500000000000,NaN
213000000000000,15936.7022
213500000000000,8921622.5564
214000000000000,11069542.9671
214500000000000,14033744.3991
215000000000000,18481362.5888
215500000000000,25483742.3505
216000000000000,37566410.9633
216500000000000,61194417.4801
217000000000000,116013194.215
217500000000000,306354758.8212
218000000000000,2215534903.6104
218500000000000,4174645949.1504
219000000000000,383868532.8179
219500000000000,132037829.3416
220000000000000,67396161.4293
220500000000000,40865091.41
221000000000000,27676866.859
221500000000000,20426764.9557
222000000000000,15810812.2221
222500000000000,12785674.6563
223000000000000,10687374.3055
223500000000000,9189784.2929
224000000000000,8112005.8998
224500000000000,7290471.0018
225000000000000,6661290.0811
225500000000000,6211732.311
226000000000000,5939858.3793
226500000000000,5813736.9608
227000000000000,5901184.2661
227500000000000,3495075.9725
228000000000000,18534852.6859
228500000000000,22559896.4412
229000000000000,14022787.8186
229500000000000,9809859.4201
230000000000000,7552799.0481
230500000000000,6305262.011
231000000000000,5533000.1983
231500000000000,5045737.1422
232000000000000,4724825.1147
232500000000000,4508941.77
233000000000000,4340304.8156
233500000000000,4233614.4626
234000000000000,4165996.1524
234500000000000,4104021.7993
235000000000000,4064706.6442
235500000000000,4051176.5178
236000000000000,4047088.4463
236500000000000,4044035.8194
237000000000000,4067785.7455
237500000000000,4096231.3517
238000000000000,4132008.7505
238500000000000,4164012.0212
239000000000000,3766793.1529
239500000000000,2951663830.5261
240000000000000,4969512.0645
240500000000000,4420499.9184
241000000000000,4508711.5569
241500000000000,4592538.3208
242000000000000,4682911.1639
242500000000000,4784512.4142
243000000000000,4906017.4054
243500000000000,5024933.453
244000000000000,5148027.0529
244500000000000,5280110.3262
245000000000000,5450549.2429
245500000000000,5697299.9548
246000000000000,5766808.6563
246500000000000,5937075.3979
247000000000000,6127946.7792
247500000000000,6324453.4124
248000000000000,6536682.0974
248500000000000,6766283.8117
249000000000000,7010758.6663
249500000000000,7266674.2083
250000000000000,7550345.1909
250500000000000,7840622.3252
251000000000000,8153236.2636
251500000000000,8496493.5266
252000000000000,8863962.7704
252500000000000,9229127.7686
253000000000000,9653830.5286
253500000000000,10087965.2974
254000000000000,10587712.3806
254500000000000,11061673.8395
255000000000000,11637958.9239
255500000000000,12232629.2342
256000000000000,12815089.6921
256500000000000,13517839.4703
257000000000000,14267731.6683
257500000000000,15081849.4969
258000000000000,15911709.795
258500000000000,16876101.366
259000000000000,17921244.1542
259500000000000,18989421.8011
260000000000000,20222540.5075
260500000000000,21621729.4006
261000000000000,23083486.5963
261500000000000,24731588.2908
262000000000000,26467155.2979
262500000000000,28442351.5144
263000000000000,30645354.8585
263500000000000,33050264.7482
264000000000000,35841636.7719
264500000000000,38864636.3821
265000000000000,42349794.7096
265500000000000,46132986.567
266000000000000,50775344.4292
266500000000000,55721445.7363
267000000000000,61449706.281
267500000000000,68373834.376
268000000000000,75872838.4351
268500000000000,85063158.2532
269000000000000,96074697.2869
269500000000000,109429998.0956
270000000000000,124834334.8529
270500000000000,143980678.4997
271000000000000,167038079.9454
